timestamp,subscription,upgrade,age,gender,location,digitalfluency,os,nps,churn,supporttickets,competitormention,notification_settings,notification_dismissal,uninstall,delete_falsepop,silent_mode,subscription_plan,manual_scan,help,secure_browser,clean_now,parental_control,privacy_settings,scan_now,diagnostic_tool,vpn_toggle,tenure
09/10/2022,premium,yes,22,m,Spain,Intermediate,Linux,2,1,3,0,7077,6396,8271,347,2239,8853,8837,2399,6024,338,115,127,10377,5996,470,0
08/01/2012,basic,no,48,m,Spain,Advanced,Linux,3,1,0,2,5266,270,64,5268,9992,2144,285,1353,6718,13879,2902,4674,436,2372,1603,10
09/09/2011,basic,yes,50,f,Spain,Basic,Linux,5,0,0,0,39,1221,5158,3387,5595,3093,12400,11093,7011,7380,6277,23624,17989,22543,9252,11
25/03/2014,basic,no,40,f,France,Intermediate,Linux,3,1,4,9,9183,2887,416,45,763,3691,1565,2573,7303,12557,17754,1979,22205,13981,7489,8
14/05/2019,basic,no,25,m,Spain,Advanced,Linux,6,1,11,100,458,8275,3114,1382,213,11775,771,9969,9535,3830,22223,10085,9085,1174,11755,3
09/10/2012,basic,no,61,m,France,Advanced,Linux,2,0,10,0,759,5048,10557,1649,4917,1361,3372,827,107,398,22115,223,20571,6213,4358,10
11/04/2010,premium,no,38,f,Germany,Advanced,Mac,3,1,0,12,64,4818,9393,4717,6394,5278,17344,5905,1263,7083,15733,17822,8899,24922,3055,12
09/04/2015,basic,yes,29,f,Spain,Basic,Linux,9,1,0,0,295,8781,12443,519,4144,3087,402,3542,7405,63,10527,670,10219,14265,5201,7
29/05/2022,basic,yes,65,f,France,Intermediate,Linux,9,0,13,12,1760,540,5175,6734,11074,40,10443,13125,111,3198,3060,1987,533,11421,3782,0
09/08/2015,basic,no,53,m,Spain,Intermediate,Windows,6,1,0,79,7775,6951,13851,4625,12951,4829,10166,1598,712,10866,532,341,1310,302,2190,7
24/03/2016,premium,yes,48,m,Spain,Intermediate,Linux,9,1,1,48,2946,7207,5193,4913,6234,6515,14354,1311,1444,12949,14849,18267,24672,23711,7870,6
21/09/2010,basic,yes,47,m,Spain,Intermediate,Mac,8,1,6,0,1415,8592,41,9303,4173,11210,3105,63,7658,8897,13720,14638,25723,4943,3662,12
01/07/2019,basic,yes,50,m,France,Intermediate,Linux,4,1,19,15,8742,4072,9839,852,64,70,570,1838,67,8444,12565,83,2505,16446,2465,3
04/12/2019,basic,no,23,f,France,Advanced,Linux,10,0,0,94,1096,2039,75,8735,1865,15270,873,17762,12607,18064,1271,1567,11766,6030,186,3
11/07/2017,basic,yes,27,m,Spain,Basic,Linux,5,0,7,33,1771,11091,37,7805,290,4037,11336,515,6106,2927,1497,285,24105,4473,6203,5
05/08/2014,premium,no,34,m,Spain,Intermediate,Linux,9,1,4,39,11651,68,1163,15035,7160,92,30,5475,13551,6482,10070,3815,7536,17048,3816,8
02/01/2012,trial,yes,55,m,Spain,Intermediate,Linux,0,1,0,5,7334,8402,2110,1313,9651,1922,116,97,912,1070,15442,9885,9256,11430,1459,10
05/11/2012,premium,yes,43,m,Spain,Intermediate,Linux,10,1,14,2,602,8929,322,46,5006,623,12061,1206,15838,1733,12240,2674,1244,490,8750,10
06/05/2019,trial,yes,35,m,Germany,Intermediate,Windows,5,1,1,98,1171,3370,5035,933,13724,69,308,11002,739,20531,38,6742,1496,5545,9339,3
27/03/2013,trial,no,49,f,France,Basic,Linux,2,1,0,44,3205,361,7084,235,2739,6271,9168,81,6615,22522,1030,3530,7780,502,9452,9
29/01/2020,trial,yes,51,f,Spain,Intermediate,Windows,9,1,3,1,8096,1862,2070,7191,9201,2338,168,418,5892,10763,187,2439,17323,6466,1143,2
17/10/2018,trial,yes,22,m,Spain,Basic,Windows,3,1,2,12,9400,3465,1245,2704,2345,8264,16076,3750,3715,4274,1080,10982,4831,8605,30,4
05/03/2017,basic,no,37,m,Spain,Basic,Linux,6,1,0,36,3972,125,4062,962,15527,266,11607,1730,1085,337,17817,19530,25662,1852,6827,5
09/11/2018,premium,yes,49,m,Spain,Advanced,Linux,5,1,12,22,8533,11305,13238,2933,16583,307,3119,2938,6818,32,5546,21731,2356,27191,347,4
22/11/2017,basic,no,27,f,Spain,Basic,Linux,10,0,3,14,1773,8826,1945,9544,665,1783,8377,15657,11390,30,15949,15644,2254,16670,4528,5
22/10/2012,basic,no,39,m,Spain,Intermediate,Linux,8,1,10,65,7761,9702,9155,15588,1897,5576,11307,20074,1749,17513,15047,5657,14858,189,5623,10
12/02/2022,basic,yes,23,f,France,Intermediate,Linux,7,1,17,0,4124,526,161,8641,10639,2333,17627,517,2126,19795,214,3768,76,4184,10374,0
07/04/2021,premium,yes,51,f,Germany,Intermediate,Mac,4,1,0,3,1638,1076,149,6864,985,169,10830,17346,4569,17621,6454,24809,3391,1372,3440,1
18/09/2015,premium,yes,25,f,Spain,Basic,Linux,4,1,16,53,4527,5212,9860,1024,5449,13754,150,4441,3669,2087,4123,15498,10903,17931,1268,7
04/06/2014,trial,yes,43,f,France,Basic,Mac,3,1,13,57,265,12557,5428,15188,199,13100,11277,10991,14753,20410,18485,1008,14520,68,1212,8
19/05/2014,trial,yes,47,f,France,Advanced,Linux,1,1,0,0,11867,4950,1411,3828,1278,7042,11001,6677,7424,14602,235,9051,6064,11656,5582,8
26/02/2019,basic,no,24,f,Germany,Intermediate,Mac,2,1,13,10,412,5915,3863,4793,306,10011,875,15940,3813,148,21729,12686,1901,27189,8677,3
06/06/2016,basic,no,55,f,Germany,Intermediate,Windows,9,1,8,51,756,1235,12597,15451,2818,858,1157,3859,1861,113,6024,10542,7731,978,4101,6
13/08/2022,basic,no,29,m,France,Intermediate,Linux,4,0,1,1,6930,589,1077,979,3322,3168,13828,47,10303,15054,8857,1107,7738,13788,36,0
15/01/2014,basic,no,62,m,Spain,Intermediate,Mac,9,0,0,0,6785,61,2361,1662,1111,3121,19092,2491,52,9046,4399,14172,14375,9414,46,8
31/12/2021,premium,yes,51,m,France,Basic,Linux,8,1,0,6,9557,12442,11178,714,13635,112,3968,6190,21566,4599,9131,2879,18580,4707,10013,0
26/10/2010,basic,yes,38,m,Germany,Intermediate,Linux,1,0,1,18,304,1710,166,8715,15621,8954,948,2652,5651,85,4982,11519,21668,3112,8422,12
18/02/2019,premium,no,28,f,France,Intermediate,Linux,4,1,13,13,4277,3542,11468,11928,209,3569,9611,4887,843,13228,15337,1826,267,37,4504,3
09/12/2020,premium,yes,64,m,France,Basic,Linux,5,1,2,0,4106,8305,6346,10897,1981,12364,18067,10382,2773,1519,13032,7725,485,14710,1335,2
20/02/2012,basic,no,65,m,Germany,Basic,Windows,9,1,16,0,3902,7539,3010,8347,11995,1181,1655,6788,13778,18481,15904,8407,9958,13950,3258,10
15/04/2018,trial,yes,43,m,France,Intermediate,Linux,10,1,10,23,1606,8756,12058,36,3774,4528,970,6992,2815,20063,11511,25162,21679,12345,200,4
16/06/2020,trial,yes,55,f,France,Intermediate,Linux,6,1,14,15,2522,4873,3526,13635,5420,2378,1237,17317,1227,18376,16612,3621,2028,2817,35,2
03/06/2016,trial,yes,29,m,France,Intermediate,Windows,9,1,24,46,1171,40,7557,2812,1388,14888,4874,9596,32,5921,9089,199,3064,46,1773,6
14/10/2014,trial,yes,53,f,Spain,Intermediate,Windows,9,1,10,53,4452,8618,31,8849,6242,4611,197,12804,8709,770,4454,1251,14621,13326,835,8
28/03/2022,basic,no,25,m,France,Intermediate,Linux,3,0,2,1,445,1559,110,5982,4888,4620,256,517,12599,8806,2925,20243,4068,52,1081,0
28/07/2013,premium,yes,26,f,France,Intermediate,Mac,4,1,10,5,7529,8280,76,5175,61,1576,118,4376,4597,3691,2073,22359,241,19873,9090,9
14/06/2022,basic,no,56,f,France,Advanced,Windows,1,1,0,10,1232,420,756,5798,16594,244,3512,8996,3987,1009,6485,7482,1205,303,733,0
25/07/2010,premium,no,36,m,Germany,Basic,Mac,8,1,0,99,1648,350,13974,2469,4476,1921,1293,3102,16191,21867,14481,2647,7027,2560,11062,12
28/09/2014,basic,no,27,m,Spain,Advanced,Linux,6,1,5,63,5078,3416,649,84,15285,16737,15978,11534,3703,22507,5347,14836,22966,15946,1689,8
11/01/2021,basic,no,22,m,Spain,Advanced,Mac,10,1,2,12,516,2521,1137,67,2921,2611,3935,1573,2085,16215,6950,3251,1658,21798,11072,1
23/08/2011,premium,yes,55,m,Spain,Advanced,Linux,2,1,20,65,2648,4984,522,13580,12473,15215,1387,484,3971,20610,6610,1488,4753,10901,1290,11
17/11/2021,basic,yes,60,m,Germany,Intermediate,Windows,9,1,0,92,6674,11767,2226,762,9214,15811,2228,5903,1921,7356,11001,5062,7615,13912,31,1
10/08/2016,basic,yes,29,m,Spain,Intermediate,Mac,9,1,0,12,417,1247,13506,2160,13639,550,623,440,9832,1584,4259,2892,13617,1254,616,6
16/10/2012,trial,yes,52,m,Spain,Intermediate,Linux,0,1,16,40,2238,1545,4490,13582,12270,2544,11208,9887,5222,1885,8276,2217,2967,21609,1399,10
13/02/2011,basic,no,63,m,France,Intermediate,Mac,3,1,0,0,3560,30,12455,7760,5916,1728,14027,4799,3203,21687,11639,57,1318,18291,1053,11
07/09/2014,trial,yes,61,m,Spain,Basic,Mac,9,1,0,94,6423,36,6141,8886,12239,10267,329,17512,21142,16093,22809,13436,2295,13093,6159,8
13/07/2012,premium,yes,61,m,Spain,Intermediate,Linux,3,1,0,7,2620,84,10830,14044,16311,382,16651,3090,3744,7254,23849,2401,5175,19575,1548,10
11/12/2010,trial,yes,27,m,Spain,Advanced,Mac,4,1,14,58,385,778,390,320,3832,5476,3748,1070,4315,655,4896,1808,30,20557,284,12
30/11/2014,basic,no,27,f,Spain,Intermediate,Linux,9,0,0,3,7053,1459,1791,969,3426,8665,13758,3531,162,3304,1191,20785,103,6199,3976,8
13/03/2020,premium,no,39,f,Spain,Basic,Mac,10,1,2,1,1487,2504,4176,667,68,1428,6836,72,12673,21893,12676,3539,2592,24934,116,2
06/11/2013,trial,yes,32,f,Spain,Intermediate,Windows,8,1,0,38,7562,11167,1026,6477,9548,11450,9780,19028,21466,11317,10818,11909,21565,6805,33,9
02/12/2017,trial,no,59,m,France,Intermediate,Mac,1,1,0,18,2884,11378,1239,3004,9575,14621,18668,7317,30,530,10996,15667,426,13808,77,5
15/05/2010,premium,no,35,f,Spain,Advanced,Mac,8,1,0,32,9565,2335,240,14107,1234,7762,8776,3836,8165,9147,12362,9326,5530,758,30,12
26/06/2011,premium,yes,28,m,Spain,Basic,Linux,2,0,9,58,2529,12827,1155,1220,502,6259,4372,1440,2508,1472,19666,8890,2281,3747,2925,11
17/08/2022,basic,yes,23,f,Spain,Intermediate,Linux,8,1,1,0,2433,3092,3906,56,10122,1137,2755,19781,16607,10642,461,7276,6151,8746,2162,0
01/01/2013,trial,yes,48,m,Germany,Intermediate,Mac,10,1,4,12,10785,2234,6102,1434,7854,5260,607,10205,143,1848,13014,20808,203,17157,65,9
08/09/2015,premium,yes,57,m,France,Intermediate,Linux,5,1,16,4,3664,293,1178,9137,1219,2468,12075,10763,7879,440,4597,4720,17367,22743,1244,7
03/06/2010,basic,no,34,m,Spain,Basic,Linux,0,1,8,10,3518,12119,6908,554,14515,1751,170,19254,9792,432,7435,7627,7486,1042,3035,12
25/06/2022,basic,yes,41,m,Spain,Advanced,Linux,1,1,1,14,2194,2903,1073,3390,12957,15879,55,11627,88,8506,13069,12737,11137,164,11290,0
14/04/2022,basic,no,61,m,Germany,Intermediate,Windows,2,1,1,2,10539,72,11716,9976,7459,7782,14807,20064,17433,2351,22081,8975,81,419,335,0
09/05/2014,basic,yes,48,f,Germany,Intermediate,Windows,9,0,23,2,5402,52,1075,897,11703,3949,3924,2425,8117,1985,22795,22190,11390,3433,314,8
27/05/2010,basic,no,51,f,Germany,Advanced,Linux,3,0,15,44,3007,7690,6251,648,12329,5015,13339,4011,9523,381,7053,5115,11579,13451,1658,12
12/05/2010,basic,no,47,f,Spain,Advanced,Linux,8,0,8,3,3834,287,14336,5000,391,4253,1397,822,9171,40,893,11363,3833,12143,8711,12
18/06/2020,basic,yes,31,f,Germany,Intermediate,Windows,9,1,1,77,2848,3961,2649,738,689,568,10489,5106,12994,5884,1338,3651,25493,2515,352,2
22/09/2016,basic,no,55,f,Germany,Intermediate,Windows,10,1,1,0,5893,10847,1920,5904,8079,3962,5268,11132,7261,1983,16927,2559,10797,20981,1422,6
17/08/2018,basic,no,25,f,Spain,Intermediate,Linux,6,0,20,63,31,1651,5793,211,2871,8915,33,3050,11155,17477,21950,3334,24887,13355,1260,4
28/08/2018,trial,no,48,m,Spain,Intermediate,Mac,2,1,13,58,64,1729,1252,3537,8660,14494,4710,1925,4306,12438,1185,529,7837,10137,6458,4
24/03/2020,premium,yes,36,m,Germany,Basic,Windows,1,1,24,8,1070,126,34,5596,12933,13217,4590,19757,2349,18866,14863,633,817,19513,175,2
07/11/2017,trial,yes,55,m,Spain,Advanced,Linux,0,1,0,47,900,781,13072,11591,14546,7147,6320,5371,36,1055,12812,8111,10740,3745,7398,5
16/09/2013,trial,yes,65,m,Spain,Intermediate,Mac,0,1,7,0,5406,109,693,829,711,2787,3255,10397,10160,681,7775,10406,9088,196,3155,9
21/09/2020,trial,yes,28,m,Spain,Intermediate,Linux,1,1,5,14,5064,8725,13125,830,962,16558,17695,1518,10408,396,7423,1279,7330,621,1228,2
13/03/2017,premium,yes,41,m,Spain,Intermediate,Windows,3,1,3,2,785,31,1425,3779,1378,7812,1585,17218,3833,1888,5313,2242,5658,10331,11398,5
20/03/2015,trial,yes,34,m,Spain,Advanced,Mac,6,1,0,0,6828,625,1289,159,4225,8916,664,1314,18250,1854,529,15759,1066,83,31,7
28/01/2022,basic,no,23,m,Spain,Intermediate,Linux,2,1,0,17,4409,172,2554,7645,9839,5578,1054,16755,5959,10236,1240,21653,25931,12328,12000,0
23/03/2016,basic,no,45,m,Germany,Intermediate,Mac,5,1,0,44,2702,1525,3850,5553,11363,49,6308,6749,35,3655,22869,23939,16445,1427,419,6
08/06/2019,basic,no,61,f,Germany,Advanced,Mac,0,0,11,12,1127,613,11834,4816,736,10022,13618,11363,1030,2536,18201,32,15027,16082,70,3
28/03/2012,trial,no,56,m,Germany,Intermediate,Mac,10,1,1,71,58,8692,12819,7007,7419,6809,15699,45,15063,9961,11712,22477,17909,2588,9566,10
02/09/2017,basic,no,58,m,Germany,Advanced,Mac,7,1,6,1,46,195,1496,3686,554,8152,15964,16740,1854,555,736,9718,4577,10741,5516,5
04/08/2018,premium,yes,31,m,Spain,Intermediate,Linux,1,1,0,8,3273,4118,161,11072,866,214,1429,5845,18908,19958,17725,4331,3776,10877,8913,4
18/11/2017,trial,yes,64,m,Spain,Basic,Windows,5,1,17,0,8245,1763,148,12453,1925,187,14160,11725,18257,915,981,1039,673,23609,5387,5
26/04/2018,basic,no,47,m,Spain,Intermediate,Linux,8,1,0,3,8306,1932,12546,36,244,2972,18467,5385,1111,9355,654,21293,10140,13024,40,4
16/10/2011,premium,no,32,m,Germany,Basic,Windows,4,1,7,12,340,40,655,13373,6756,17260,454,19707,2540,1447,16729,171,23671,27504,5866,11
01/10/2010,premium,yes,58,f,France,Basic,Linux,3,1,4,94,8387,61,12311,8235,3208,1071,8853,1427,10944,58,4072,4859,12764,21052,3259,12
28/09/2017,trial,no,28,m,Spain,Intermediate,Linux,5,1,4,56,9073,2252,2889,629,2955,16854,293,7825,7924,9690,11813,2406,73,95,539,5
05/11/2020,premium,no,65,f,France,Intermediate,Linux,4,1,1,24,5854,1273,843,1123,5979,560,1940,1226,9574,345,3050,20300,2345,4597,11617,2
27/02/2022,trial,yes,46,m,Spain,Intermediate,Mac,10,1,10,85,11620,4714,284,162,15486,7830,6714,5881,14866,21034,34,6788,4287,27158,7663,0
20/11/2011,trial,yes,62,m,Spain,Basic,Mac,8,1,13,94,66,4306,7500,836,8127,1244,1242,3070,1760,647,20666,93,61,20465,11577,11
22/02/2011,premium,no,60,m,Spain,Advanced,Mac,3,1,0,82,694,31,7576,7853,3710,44,16603,1775,1216,4210,22108,984,13257,63,6812,11
16/10/2014,trial,yes,28,m,France,Intermediate,Linux,8,1,20,22,2646,984,8788,8592,4113,982,38,6117,5268,2823,1599,10305,10797,52,415,8
03/01/2013,basic,yes,23,f,France,Intermediate,Linux,6,0,5,1,5292,11394,8544,511,6810,5149,3852,5012,4534,519,1163,23046,1320,887,4766,9
26/06/2010,basic,yes,42,m,Spain,Basic,Mac,1,0,13,5,5179,4558,4841,1622,5892,11670,14631,2758,8871,20453,12833,3961,1208,20574,7692,12
16/03/2014,basic,yes,40,f,Germany,Intermediate,Mac,7,0,1,13,9783,4722,941,1901,2242,5070,11235,6971,615,15823,3225,4338,9404,997,1537,8
12/12/2021,trial,no,49,m,Germany,Advanced,Windows,10,1,16,0,3717,5380,2387,1099,13292,1777,13727,16904,16857,20446,1310,6351,2993,508,4174,1
17/09/2012,premium,no,49,f,Spain,Intermediate,Linux,10,1,0,6,130,9673,1345,4593,3695,8588,9181,5108,1914,5336,3826,18958,10549,1549,42,10
26/08/2010,trial,no,48,m,France,Intermediate,Mac,8,1,2,2,4520,13081,864,3352,345,32,66,11965,9578,6039,7009,628,21773,7456,5981,12
25/09/2010,basic,no,64,f,Germany,Basic,Mac,10,1,7,80,864,32,1250,2244,11026,5910,18554,1590,3313,1433,265,16843,25842,10281,78,12
29/04/2012,basic,no,31,m,Spain,Basic,Mac,3,1,5,18,7622,6262,799,6355,8139,1633,8091,5948,5224,7459,8383,20125,22697,18038,2857,10
12/12/2017,premium,no,40,f,Spain,Basic,Linux,1,1,15,18,1968,8764,67,15242,4265,1697,1408,1508,3617,20186,4136,6813,13685,7928,141,5
24/09/2013,basic,no,36,f,France,Basic,Linux,4,1,3,87,2801,433,579,13159,14655,11099,17138,8258,16554,9765,236,11270,25336,553,649,9
07/02/2011,basic,no,24,f,France,Intermediate,Linux,9,1,6,43,1066,3838,619,5834,7444,10489,9255,167,3405,9057,6480,16454,35,3059,2247,11
28/08/2017,basic,yes,50,m,France,Advanced,Mac,1,1,19,0,4632,10274,3884,8911,11107,17069,4795,5002,45,7448,8350,4665,3236,5648,3421,5
07/06/2010,premium,no,27,f,Spain,Basic,Linux,7,1,0,57,2456,7438,3969,7812,289,4785,16222,151,1218,10991,20558,14457,2482,10662,1222,12
01/09/2022,premium,yes,47,m,Spain,Intermediate,Linux,10,1,6,3,1764,12595,2644,171,12644,1153,922,14402,7145,5999,861,18383,23038,1371,3208,0
02/04/2010,trial,no,32,f,Germany,Intermediate,Windows,0,1,3,73,3480,8190,179,4120,4153,999,2876,18936,6486,4411,4519,1087,15631,16449,4392,12
13/09/2014,basic,no,24,f,France,Basic,Windows,0,0,0,11,3038,8629,3188,15217,7458,78,13083,161,17228,1162,1424,6656,11387,1440,2026,8
14/12/2018,basic,yes,57,f,Spain,Intermediate,Linux,6,1,0,2,5579,767,13549,1665,1266,87,595,1693,1818,20831,85,4844,41,5109,10188,3
14/07/2012,basic,yes,45,m,Spain,Intermediate,Linux,9,1,7,9,2080,8811,56,2866,14597,9068,7409,3501,32,6031,15178,9660,34,24162,1664,10
17/02/2012,premium,yes,59,f,Spain,Intermediate,Linux,6,1,17,18,10203,125,8006,10246,6668,14609,2055,2244,4600,85,13749,31,15190,777,60,10
09/07/2012,trial,no,28,f,Spain,Basic,Linux,3,1,9,83,466,7149,6189,11574,5321,5437,11420,10880,2361,33,388,10787,6075,7031,285,10
04/05/2018,basic,yes,52,m,Spain,Intermediate,Linux,1,0,5,16,4157,30,11057,524,16213,11601,346,16190,15407,12700,16710,17846,32,844,8457,4
13/11/2021,basic,yes,42,m,France,Intermediate,Linux,0,0,20,43,33,865,1359,4665,5797,1031,3226,31,193,11612,18082,7051,5004,2857,2013,1
12/10/2019,basic,yes,31,f,France,Intermediate,Mac,8,1,13,3,1374,1538,8847,3494,11514,1988,2745,42,4812,1452,294,7986,21796,2680,78,3
02/10/2022,trial,yes,22,m,Spain,Intermediate,Mac,3,1,0,61,3558,1042,4408,4713,120,8207,17781,867,12121,5656,21566,3223,16382,12952,5051,0
28/08/2011,premium,no,23,m,Germany,Intermediate,Windows,7,1,11,2,3117,10650,3740,1671,6036,9343,14526,7333,643,78,2226,2199,6123,3298,10262,11
02/06/2012,premium,no,32,f,France,Basic,Mac,0,1,7,83,6434,3454,7399,374,5237,2011,3035,17485,3985,272,22177,24638,9895,7716,6000,10
08/08/2021,basic,yes,46,f,Spain,Intermediate,Linux,9,0,0,14,70,4030,9384,9087,4361,3074,16611,10658,11157,459,7391,18377,33,472,1665,1
09/11/2011,trial,no,33,m,France,Intermediate,Linux,7,1,0,18,3692,5600,1154,713,784,3367,9723,18913,207,2709,1332,496,5196,25726,2960,11
29/10/2017,trial,yes,30,f,Spain,Intermediate,Mac,2,1,1,34,8867,3203,7397,2200,12693,4347,16186,100,8455,21130,387,66,13909,17911,9973,5
15/12/2018,premium,yes,26,m,France,Intermediate,Linux,3,0,21,8,2627,6666,2465,7067,43,8980,15130,17253,3350,12490,8971,12269,3961,757,2834,3
28/07/2014,basic,yes,31,m,Spain,Intermediate,Linux,5,0,23,76,5916,7953,2688,405,4925,75,258,8888,21333,21686,21730,19493,6854,2824,687,8
28/11/2021,trial,yes,52,m,France,Intermediate,Windows,6,1,16,62,31,2022,13267,58,10721,6081,19140,13150,13970,68,677,16726,18804,23331,6559,1
15/06/2015,basic,yes,25,f,Spain,Intermediate,Mac,2,0,18,58,5649,10229,5676,2423,30,15112,17404,2266,100,1549,4383,17253,7737,51,10672,7
19/11/2019,basic,no,32,m,Spain,Intermediate,Linux,10,0,4,58,763,9316,5252,31,494,3280,69,2436,4797,41,13396,11031,18778,15643,6440,3
30/07/2011,premium,no,60,f,France,Intermediate,Linux,2,1,1,11,4733,520,1810,32,3444,41,13444,6019,12105,2585,196,23631,893,31,1130,11
17/06/2021,basic,yes,55,f,Spain,Advanced,Windows,7,1,2,78,10874,5146,9457,12055,2609,650,58,302,3459,2180,14658,2970,7055,23617,8215,1
09/11/2015,basic,yes,32,m,Spain,Intermediate,Linux,2,0,9,26,402,1218,72,7471,6423,15748,1026,6789,3098,763,23671,4744,21111,16559,242,7
08/08/2010,basic,no,45,m,Germany,Basic,Mac,2,0,2,7,1886,4891,370,674,4035,12307,12586,152,8972,459,8472,1163,3067,30,218,12
08/09/2019,premium,yes,48,m,Spain,Intermediate,Mac,0,1,8,29,366,120,9068,6577,3443,8842,2848,6700,8187,1629,13341,6258,3341,7620,8839,3
09/11/2018,basic,no,38,f,Spain,Intermediate,Linux,2,0,17,3,9717,201,1785,39,50,10204,321,763,17965,93,7805,10002,3571,15628,9405,4
29/06/2020,basic,no,46,m,Spain,Intermediate,Linux,6,1,0,63,3006,11113,32,109,3523,3468,3204,1153,598,31,2327,19246,682,14558,3599,2
12/05/2010,basic,no,51,f,France,Intermediate,Linux,7,0,10,11,9059,2833,5288,4311,4907,71,14605,7872,96,5783,9602,722,2088,22870,446,12
16/05/2022,basic,no,38,f,Germany,Basic,Linux,6,0,13,8,38,3200,32,11110,47,11446,1377,369,908,16154,3206,219,179,1708,117,0
07/01/2019,trial,yes,25,m,Germany,Intermediate,Windows,3,1,0,4,1309,4214,9146,13695,1343,1188,489,8671,7254,12436,8219,6411,13811,13937,9025,3
23/06/2022,basic,no,38,f,Germany,Basic,Windows,2,1,5,14,108,1564,628,1460,8774,1293,11220,19791,57,5309,816,17474,2868,3421,2334,0
13/11/2015,basic,no,34,f,Spain,Intermediate,Windows,3,0,5,3,2205,5517,14134,3120,597,12501,5860,14981,5065,12000,1211,7713,24143,5779,5027,7
24/05/2014,basic,no,45,m,Spain,Intermediate,Linux,3,1,14,36,32,948,4916,6215,5386,1023,60,46,5608,19670,22800,10535,119,13927,759,8
15/08/2013,trial,yes,55,m,Spain,Intermediate,Mac,1,1,0,0,1856,6995,6328,36,12382,193,4620,1496,2763,10532,848,19818,1689,14422,5308,9
12/01/2022,premium,yes,28,m,France,Intermediate,Mac,5,1,8,98,6783,40,780,5681,2726,17756,7157,17466,11782,17908,12775,1707,6607,39,1506,0
07/05/2014,premium,yes,54,m,Germany,Basic,Windows,9,0,0,38,370,10982,366,3690,160,2389,11813,13212,10489,5940,4771,14012,13099,21658,75,8
16/08/2016,basic,yes,57,m,France,Intermediate,Windows,5,1,21,1,10750,6414,2717,10812,7223,2273,869,7344,13487,20528,564,389,20116,9554,6772,6
16/11/2021,basic,no,30,f,Germany,Intermediate,Mac,6,0,0,9,311,30,13330,11343,15733,6602,146,99,1262,2937,22004,20658,61,617,5990,1
02/10/2012,basic,no,42,f,Germany,Advanced,Mac,6,1,0,15,1126,1983,6677,1862,2287,9433,608,19263,6500,3188,434,1823,1354,1682,59,10
11/05/2017,basic,no,50,m,Germany,Intermediate,Windows,5,1,9,57,1600,7523,674,3839,30,6220,10991,1617,20582,37,1238,200,14982,8650,4423,5
20/05/2013,trial,yes,41,m,Germany,Basic,Mac,7,1,0,15,3063,13070,509,3609,5801,13845,2516,11837,656,212,18468,341,14382,124,2145,9
24/07/2011,trial,yes,61,f,France,Basic,Windows,7,1,1,10,7335,11693,160,76,7461,5563,1859,1388,2262,2172,16909,1163,3997,5972,8793,11
14/06/2017,basic,no,53,f,Germany,Intermediate,Linux,7,1,0,5,1085,260,3816,5461,1360,2155,1031,14977,21248,2446,274,21233,17855,2672,955,5
01/04/2022,basic,no,61,f,Spain,Advanced,Linux,5,0,3,55,11653,2589,871,2625,11057,4064,17835,187,3818,15094,20767,12534,16176,3795,6376,0
16/12/2017,basic,no,47,m,France,Intermediate,Mac,4,1,11,48,36,7860,9717,3108,121,7781,10819,458,2791,22482,2285,2174,20324,10225,1248,4
15/11/2021,basic,no,58,f,Germany,Intermediate,Mac,4,0,21,90,3611,84,2404,12295,5186,2496,8186,2175,11019,3770,14790,9439,4471,8894,1431,1
28/09/2016,trial,yes,29,f,France,Advanced,Mac,10,1,13,56,36,2786,226,3200,11274,15271,13419,7094,3679,18863,5392,310,61,33,2616,6
16/11/2012,premium,yes,46,f,France,Basic,Windows,8,1,4,82,5155,5236,10721,8359,60,11022,238,7986,13173,7838,13985,6188,34,15000,1720,10
06/07/2020,trial,yes,26,m,Spain,Intermediate,Windows,3,1,1,17,8363,124,1159,14093,9318,231,6432,5374,13515,14447,1416,3460,23417,250,144,2
06/09/2020,basic,no,36,f,Germany,Intermediate,Linux,10,0,1,58,853,7523,2237,5237,236,63,1534,18556,6924,249,31,22302,2106,23838,4188,2
17/10/2021,basic,no,48,m,Spain,Advanced,Windows,4,1,3,25,11679,7402,286,1131,3425,2576,6659,157,16449,2399,192,3202,6243,545,5974,1
30/08/2011,basic,no,37,m,Spain,Basic,Mac,9,0,23,73,4473,4529,4152,15380,3887,11092,578,13534,542,7795,1918,3511,9217,9238,1677,11
31/05/2021,trial,no,47,m,Spain,Intermediate,Linux,2,1,19,2,8250,10248,30,6297,11959,12525,7602,11626,17900,5890,285,3706,537,9952,335,1
22/08/2013,premium,no,32,f,France,Advanced,Windows,10,1,2,40,402,11794,13753,13635,3136,6667,17035,10294,11308,1915,379,8979,13301,17640,32,9
09/09/2013,basic,no,51,f,Spain,Basic,Mac,0,0,0,0,92,11297,5152,292,6222,1079,170,11331,9210,17459,7472,2752,17817,11640,7080,9
08/01/2017,basic,no,28,m,Germany,Intermediate,Linux,7,1,2,3,5374,6831,3184,10364,525,8662,826,5257,8207,9068,4707,18368,1845,15333,37,5
03/03/2022,basic,yes,41,m,France,Intermediate,Linux,2,1,4,20,5425,1884,492,8947,2260,14304,1720,10816,375,19317,19330,4051,1166,1536,4411,0
